,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
18416,Male,Loyal Customer,37,Business travel,Business,216,5,5,5,5,3,5,4,5,5,5,4,3,5,5,0,0.0,satisfied
18417,Female,Loyal Customer,42,Business travel,Business,3094,2,2,2,2,4,4,5,5,5,5,5,5,5,3,55,50.0,satisfied
18418,Male,Loyal Customer,63,Business travel,Eco,255,2,5,3,5,2,2,2,2,4,1,3,2,3,2,0,0.0,neutral or dissatisfied
18419,Male,Loyal Customer,46,Business travel,Business,2486,1,1,1,1,5,3,4,5,5,5,5,3,5,5,0,7.0,satisfied
18420,Female,Loyal Customer,29,Business travel,Business,2558,4,4,4,4,4,4,4,4,4,2,5,5,5,4,10,0.0,satisfied
18421,Male,Loyal Customer,67,Business travel,Business,349,0,1,1,3,3,5,4,3,3,3,3,4,3,4,26,9.0,satisfied
18422,Male,Loyal Customer,12,Personal Travel,Eco,404,1,1,1,3,5,1,5,5,3,3,3,3,2,5,0,0.0,neutral or dissatisfied
18423,Male,Loyal Customer,31,Business travel,Eco Plus,163,1,5,4,4,1,1,1,1,2,4,1,4,1,1,0,0.0,neutral or dissatisfied
18424,Male,Loyal Customer,19,Personal Travel,Eco,253,0,4,0,3,2,0,2,2,3,1,4,2,3,2,0,0.0,satisfied
18425,Male,Loyal Customer,54,Business travel,Business,813,2,2,2,2,3,5,4,5,5,5,5,3,5,3,0,1.0,satisfied
18426,Male,disloyal Customer,23,Business travel,Eco,1344,2,3,3,1,2,2,2,2,3,5,4,4,5,2,0,0.0,neutral or dissatisfied
18427,Female,Loyal Customer,55,Personal Travel,Eco,325,4,5,4,3,4,5,5,4,2,4,1,5,4,5,138,137.0,neutral or dissatisfied
18428,Male,Loyal Customer,49,Personal Travel,Eco,986,2,4,3,5,3,3,3,3,3,5,5,3,4,3,0,0.0,neutral or dissatisfied
18429,Male,Loyal Customer,49,Personal Travel,Eco,912,2,4,2,2,3,2,3,3,4,2,4,3,5,3,0,0.0,neutral or dissatisfied
18430,Male,Loyal Customer,32,Personal Travel,Eco,160,3,5,3,3,3,3,2,3,3,4,4,4,4,3,0,0.0,neutral or dissatisfied
18431,Male,Loyal Customer,63,Personal Travel,Eco,1212,1,0,1,3,4,1,4,4,3,4,5,4,4,4,0,7.0,neutral or dissatisfied
18432,Male,Loyal Customer,31,Business travel,Eco Plus,357,0,0,0,4,3,0,3,3,3,4,3,5,3,3,0,0.0,satisfied
18433,Male,disloyal Customer,42,Business travel,Business,371,5,5,5,5,2,5,2,2,5,2,5,4,4,2,29,18.0,satisfied
18434,Female,Loyal Customer,45,Business travel,Business,675,2,2,2,2,4,4,5,4,4,4,4,3,4,4,0,0.0,satisfied
18435,Male,Loyal Customer,31,Business travel,Eco,2399,4,1,3,3,4,4,4,4,1,2,4,5,1,4,0,0.0,satisfied
18436,Male,Loyal Customer,42,Business travel,Business,868,1,1,4,1,4,4,4,2,2,2,2,4,2,5,16,3.0,satisfied
18437,Female,Loyal Customer,54,Personal Travel,Eco,678,3,4,3,1,2,4,4,1,1,3,1,5,1,4,8,5.0,neutral or dissatisfied
18438,Female,Loyal Customer,54,Personal Travel,Eco,731,1,4,1,3,4,4,4,2,2,1,2,4,2,1,2,6.0,neutral or dissatisfied
18439,Male,disloyal Customer,39,Business travel,Eco,199,2,2,2,3,1,2,1,1,4,2,4,2,3,1,50,32.0,neutral or dissatisfied
18440,Female,Loyal Customer,80,Business travel,Business,3363,4,4,3,4,5,4,5,3,3,3,3,5,3,4,13,10.0,satisfied
18441,Male,Loyal Customer,35,Personal Travel,Eco,429,3,5,3,1,5,3,2,5,4,2,2,3,5,5,0,0.0,neutral or dissatisfied
18442,Female,Loyal Customer,47,Personal Travel,Eco,1158,2,3,2,3,2,5,3,3,3,2,3,3,3,3,0,0.0,neutral or dissatisfied
18443,Male,Loyal Customer,46,Personal Travel,Business,641,0,4,0,1,5,4,5,3,3,0,3,4,3,4,1,0.0,satisfied
18444,Female,Loyal Customer,45,Business travel,Business,834,5,5,5,5,2,1,4,4,4,4,4,2,4,1,39,43.0,satisfied
18445,Female,Loyal Customer,28,Business travel,Business,2834,1,1,1,1,4,4,4,4,4,5,4,3,4,4,0,0.0,satisfied
18446,Male,Loyal Customer,31,Business travel,Business,3340,1,1,1,1,3,4,3,3,5,3,4,5,5,3,17,12.0,satisfied
18447,Female,Loyal Customer,51,Business travel,Business,2668,2,2,2,2,2,5,5,4,4,4,4,4,4,4,8,0.0,satisfied
18448,Male,Loyal Customer,54,Personal Travel,Eco,237,2,5,2,3,1,2,1,1,5,2,4,5,4,1,0,0.0,neutral or dissatisfied
18449,Male,disloyal Customer,27,Business travel,Business,528,2,2,2,3,4,2,4,4,4,5,4,4,5,4,0,0.0,neutral or dissatisfied
18450,Female,disloyal Customer,29,Business travel,Eco,612,2,1,2,4,4,2,4,4,4,3,3,1,3,4,21,26.0,neutral or dissatisfied
18451,Female,Loyal Customer,31,Personal Travel,Business,1972,4,2,4,4,4,4,4,4,4,3,4,3,5,4,0,0.0,neutral or dissatisfied
18452,Male,Loyal Customer,69,Personal Travel,Eco,580,4,2,4,3,2,4,2,2,4,5,4,1,3,2,12,0.0,neutral or dissatisfied
18453,Male,Loyal Customer,25,Business travel,Business,689,2,3,3,3,2,2,2,2,3,5,4,1,3,2,0,0.0,neutral or dissatisfied
18454,Male,disloyal Customer,29,Business travel,Eco,516,1,4,1,2,3,1,3,3,4,2,2,1,5,3,5,0.0,neutral or dissatisfied
18455,Male,Loyal Customer,33,Business travel,Business,1389,5,5,5,5,4,4,4,4,4,3,5,5,4,4,0,0.0,satisfied
18456,Female,Loyal Customer,55,Business travel,Eco,628,4,2,2,2,3,3,1,4,4,4,4,2,4,1,0,0.0,satisfied
18457,Female,Loyal Customer,46,Business travel,Business,1438,3,3,3,3,2,4,5,5,5,5,5,5,5,5,59,55.0,satisfied
18458,Male,Loyal Customer,48,Business travel,Eco,174,4,4,4,4,4,4,4,4,5,3,4,3,4,4,0,30.0,satisfied
18459,Female,disloyal Customer,23,Business travel,Eco,936,3,3,3,4,2,3,2,2,4,3,3,4,4,2,0,0.0,neutral or dissatisfied
18460,Male,Loyal Customer,50,Business travel,Business,1015,1,1,5,1,2,4,5,2,2,2,2,5,2,4,17,6.0,satisfied
18461,Female,disloyal Customer,37,Business travel,Eco,187,1,0,1,3,5,1,5,5,5,1,1,1,5,5,0,0.0,neutral or dissatisfied
18462,Male,Loyal Customer,34,Personal Travel,Eco,446,2,4,2,5,5,2,5,5,5,2,4,3,5,5,10,13.0,neutral or dissatisfied
18463,Female,disloyal Customer,27,Business travel,Business,1844,2,2,2,1,1,2,1,1,3,2,5,4,4,1,6,5.0,neutral or dissatisfied
18464,Male,Loyal Customer,43,Business travel,Business,1605,3,2,2,2,3,4,4,3,3,3,3,1,3,1,7,19.0,neutral or dissatisfied
18465,Female,Loyal Customer,53,Business travel,Business,1528,3,3,3,3,5,4,4,4,4,4,4,5,4,3,1,0.0,satisfied
18466,Male,Loyal Customer,47,Personal Travel,Business,584,1,4,1,4,5,4,5,1,1,1,1,3,1,3,2,12.0,neutral or dissatisfied
18467,Male,disloyal Customer,39,Business travel,Business,395,1,1,1,1,3,1,3,3,3,3,5,3,4,3,0,0.0,neutral or dissatisfied
18468,Male,Loyal Customer,9,Personal Travel,Eco,273,0,1,0,2,4,0,4,4,4,3,3,1,3,4,0,0.0,satisfied
18469,Male,Loyal Customer,30,Business travel,Business,3598,3,3,3,3,2,2,2,2,4,5,5,3,3,2,0,0.0,satisfied
18470,Male,disloyal Customer,35,Business travel,Business,425,4,4,4,4,2,4,2,2,4,5,4,3,5,2,0,0.0,neutral or dissatisfied
18471,Male,Loyal Customer,40,Business travel,Business,584,2,2,2,2,3,5,5,5,5,5,5,3,5,2,0,0.0,satisfied
18472,Male,Loyal Customer,48,Business travel,Business,1555,2,2,2,2,2,5,4,3,3,4,3,5,3,4,7,8.0,satisfied
18473,Male,Loyal Customer,55,Personal Travel,Business,859,1,4,1,1,2,5,5,1,1,1,1,4,1,4,10,35.0,neutral or dissatisfied
18474,Female,Loyal Customer,57,Business travel,Eco,1222,4,2,4,4,4,1,5,3,3,4,3,5,3,1,14,14.0,satisfied
18475,Female,Loyal Customer,30,Personal Travel,Eco Plus,1092,4,1,4,2,2,4,2,2,3,2,3,4,3,2,0,0.0,neutral or dissatisfied
18476,Male,Loyal Customer,57,Business travel,Business,2204,2,2,2,2,5,5,4,3,3,3,3,4,3,3,0,12.0,satisfied
18477,Male,disloyal Customer,24,Business travel,Business,512,5,0,4,2,2,4,2,2,5,3,5,3,5,2,0,0.0,satisfied
18478,Male,Loyal Customer,33,Personal Travel,Eco Plus,861,3,4,3,4,5,3,5,5,5,5,4,4,4,5,59,52.0,neutral or dissatisfied
18479,Female,Loyal Customer,26,Personal Travel,Eco,773,2,5,2,1,1,2,1,1,3,2,4,5,5,1,0,0.0,neutral or dissatisfied
18480,Male,Loyal Customer,36,Business travel,Business,1725,4,4,4,4,2,4,4,5,5,5,5,4,5,3,26,1.0,satisfied
18481,Female,disloyal Customer,20,Business travel,Eco,744,4,4,4,2,4,4,4,4,2,5,2,3,2,4,0,2.0,neutral or dissatisfied
18482,Male,Loyal Customer,59,Business travel,Business,255,5,5,5,5,5,5,4,5,5,5,5,4,5,4,11,0.0,satisfied
18483,Male,Loyal Customer,13,Personal Travel,Eco,549,2,3,2,3,3,2,2,3,1,5,4,1,4,3,0,0.0,neutral or dissatisfied
18484,Male,Loyal Customer,40,Business travel,Business,2865,1,1,5,1,4,5,4,5,5,4,5,4,5,5,14,0.0,satisfied
18485,Female,Loyal Customer,50,Personal Travel,Eco,1009,2,1,2,4,3,3,4,5,5,2,5,2,5,3,4,0.0,neutral or dissatisfied
18486,Male,Loyal Customer,45,Business travel,Business,359,4,4,4,4,5,4,5,5,5,5,5,4,5,4,11,2.0,satisfied
18487,Male,Loyal Customer,49,Business travel,Eco,209,4,5,5,5,4,4,4,4,1,3,5,3,4,4,0,0.0,satisfied
18488,Male,disloyal Customer,23,Business travel,Eco,370,4,0,4,2,1,4,1,1,5,5,4,5,4,1,117,115.0,satisfied
18489,Male,Loyal Customer,55,Personal Travel,Eco,2475,1,4,1,2,3,1,3,3,4,5,4,4,4,3,0,0.0,neutral or dissatisfied
18490,Male,Loyal Customer,52,Business travel,Eco,646,2,1,1,1,2,2,2,2,3,3,3,3,2,2,0,3.0,neutral or dissatisfied
18491,Female,Loyal Customer,62,Business travel,Business,2203,4,5,5,5,5,3,3,4,4,3,4,4,4,3,20,16.0,neutral or dissatisfied
18492,Male,Loyal Customer,47,Personal Travel,Eco Plus,288,1,4,4,3,3,4,1,3,5,5,4,3,5,3,34,25.0,neutral or dissatisfied
18493,Female,Loyal Customer,54,Business travel,Business,2779,2,2,1,2,2,2,2,4,4,4,4,4,4,5,8,11.0,satisfied
18494,Female,disloyal Customer,25,Business travel,Eco,692,1,1,1,4,4,1,4,4,2,1,3,2,4,4,0,0.0,neutral or dissatisfied
18495,Female,Loyal Customer,64,Business travel,Business,2866,1,5,5,5,2,3,3,1,1,1,1,3,1,3,0,6.0,neutral or dissatisfied
18496,Female,disloyal Customer,23,Business travel,Eco,223,3,5,3,2,3,3,3,3,4,4,5,5,5,3,4,8.0,neutral or dissatisfied
18497,Female,Loyal Customer,56,Business travel,Business,2463,5,5,5,5,4,4,4,5,5,5,5,3,5,4,2,2.0,satisfied
18498,Female,Loyal Customer,46,Personal Travel,Eco,391,4,4,5,3,1,2,3,4,4,5,1,1,4,5,7,0.0,neutral or dissatisfied
18499,Female,Loyal Customer,51,Business travel,Business,2437,3,3,3,3,3,5,5,5,5,5,5,4,5,4,0,0.0,satisfied
18500,Male,Loyal Customer,33,Business travel,Eco Plus,371,2,3,3,3,2,2,2,2,1,4,3,1,3,2,51,67.0,neutral or dissatisfied
18501,Male,disloyal Customer,49,Business travel,Eco Plus,802,3,3,3,2,1,3,1,1,1,5,3,4,2,1,2,9.0,neutral or dissatisfied
18502,Male,Loyal Customer,45,Business travel,Business,1590,2,2,2,2,5,4,4,5,5,5,5,5,5,5,0,8.0,satisfied
18503,Female,Loyal Customer,38,Business travel,Business,1825,2,4,2,2,2,4,3,5,5,5,5,5,5,4,2,41.0,satisfied
18504,Male,Loyal Customer,66,Personal Travel,Eco,620,3,5,3,3,1,3,1,1,4,5,5,5,4,1,3,54.0,neutral or dissatisfied
18505,Male,disloyal Customer,30,Business travel,Business,899,2,2,2,1,2,2,2,2,5,4,4,5,4,2,0,24.0,neutral or dissatisfied
18506,Female,Loyal Customer,24,Personal Travel,Eco Plus,789,2,5,2,5,2,2,2,2,4,4,5,5,5,2,0,0.0,neutral or dissatisfied
18507,Female,Loyal Customer,16,Business travel,Business,2419,1,1,1,1,5,5,5,5,2,3,5,5,2,5,0,0.0,satisfied
18508,Female,disloyal Customer,25,Business travel,Eco Plus,201,4,5,4,4,3,4,1,3,1,5,3,3,2,3,0,0.0,neutral or dissatisfied
18509,Female,Loyal Customer,40,Business travel,Business,1781,3,3,3,3,4,4,5,5,5,5,4,4,5,5,0,0.0,satisfied
18510,Female,Loyal Customer,70,Business travel,Eco,387,3,4,4,4,1,4,4,3,3,3,3,1,3,4,1,0.0,neutral or dissatisfied
18511,Male,Loyal Customer,41,Business travel,Business,3079,4,4,4,4,3,5,4,5,5,5,5,4,5,5,3,0.0,satisfied
18512,Female,Loyal Customer,22,Business travel,Eco,301,2,2,4,2,2,3,2,2,1,2,4,1,3,2,0,0.0,neutral or dissatisfied
18513,Female,disloyal Customer,42,Business travel,Business,1005,4,5,5,5,1,4,1,1,3,5,4,3,4,1,5,3.0,satisfied
18514,Male,Loyal Customer,45,Business travel,Business,1520,3,2,2,2,3,4,3,3,3,3,3,4,3,1,12,7.0,neutral or dissatisfied
18515,Male,Loyal Customer,40,Business travel,Business,1914,4,4,4,4,3,5,5,4,4,4,4,5,4,3,0,0.0,satisfied
18516,Female,Loyal Customer,50,Personal Travel,Eco,341,4,4,4,3,3,4,4,5,5,4,5,4,5,4,31,24.0,neutral or dissatisfied
18517,Female,Loyal Customer,54,Personal Travel,Eco,1080,1,3,1,3,4,1,4,4,4,1,4,1,4,5,0,1.0,neutral or dissatisfied
18518,Female,Loyal Customer,66,Personal Travel,Eco,859,2,3,2,3,2,4,3,1,1,2,1,2,1,3,0,0.0,neutral or dissatisfied
18519,Female,Loyal Customer,47,Business travel,Business,1400,2,2,2,2,5,4,4,4,4,4,4,4,4,4,13,46.0,satisfied
18520,Male,Loyal Customer,25,Personal Travel,Eco,550,1,0,1,3,4,1,4,4,1,2,3,5,1,4,122,124.0,neutral or dissatisfied
18521,Female,disloyal Customer,25,Business travel,Eco Plus,192,2,3,1,4,4,1,5,4,4,3,3,4,4,4,0,0.0,neutral or dissatisfied
18522,Male,disloyal Customer,22,Business travel,Eco,236,2,0,2,1,3,2,3,3,4,3,4,3,5,3,0,0.0,neutral or dissatisfied
18523,Male,Loyal Customer,39,Business travel,Business,3325,0,5,0,2,3,5,5,4,4,4,4,4,4,4,0,0.0,satisfied
18524,Male,disloyal Customer,35,Business travel,Business,407,1,1,1,1,2,1,2,2,3,5,4,3,5,2,77,84.0,neutral or dissatisfied
18525,Male,Loyal Customer,49,Business travel,Business,1683,3,3,5,3,3,4,5,4,4,4,4,4,4,5,0,0.0,satisfied
18526,Male,Loyal Customer,62,Personal Travel,Eco Plus,2342,1,5,1,1,5,1,5,5,4,1,3,3,3,5,5,6.0,neutral or dissatisfied
18527,Female,disloyal Customer,24,Business travel,Eco,280,4,4,4,4,5,4,5,5,3,4,5,5,5,5,0,0.0,satisfied
18528,Female,Loyal Customer,59,Personal Travel,Eco,272,2,0,2,3,5,4,5,1,1,2,1,4,1,3,0,4.0,neutral or dissatisfied
18529,Female,Loyal Customer,47,Business travel,Business,2420,3,3,3,3,5,3,2,3,3,3,3,3,3,2,106,119.0,neutral or dissatisfied
18530,Male,disloyal Customer,17,Business travel,Eco,187,3,1,3,3,5,3,5,5,2,2,3,4,4,5,0,0.0,neutral or dissatisfied
18531,Male,Loyal Customer,68,Personal Travel,Eco,587,2,3,2,4,1,2,5,1,4,4,5,3,1,1,0,18.0,neutral or dissatisfied
18532,Female,Loyal Customer,39,Business travel,Business,2218,5,5,5,5,2,5,5,4,4,5,4,4,4,3,0,0.0,satisfied
18533,Female,Loyal Customer,22,Personal Travel,Business,533,1,4,1,1,2,1,5,2,3,5,4,4,5,2,0,0.0,neutral or dissatisfied
18534,Female,Loyal Customer,28,Business travel,Business,993,3,3,3,3,5,5,5,5,4,2,4,5,5,5,0,0.0,satisfied
18535,Male,Loyal Customer,57,Business travel,Business,1900,5,5,5,5,4,5,5,5,5,5,5,3,5,4,0,0.0,satisfied
18536,Female,Loyal Customer,47,Personal Travel,Eco,1009,2,4,2,4,5,5,2,4,4,2,4,3,4,1,2,0.0,neutral or dissatisfied
18537,Female,disloyal Customer,24,Business travel,Eco,101,2,0,3,3,5,3,5,5,4,4,4,4,5,5,0,0.0,neutral or dissatisfied
18538,Male,Loyal Customer,75,Business travel,Business,3509,1,1,1,1,2,1,1,5,5,5,5,5,5,4,2,1.0,satisfied
18539,Female,Loyal Customer,28,Business travel,Business,1705,3,5,5,5,3,2,3,3,3,1,2,4,2,3,19,4.0,neutral or dissatisfied
18540,Female,Loyal Customer,56,Business travel,Business,235,4,2,2,2,4,2,1,4,4,3,4,2,4,4,76,102.0,neutral or dissatisfied
18541,Female,Loyal Customer,38,Personal Travel,Eco,814,4,0,4,4,5,4,5,5,5,3,4,3,5,5,9,57.0,neutral or dissatisfied
18542,Female,Loyal Customer,57,Business travel,Business,3553,3,3,3,3,2,4,5,5,5,4,5,5,5,3,0,0.0,satisfied
18543,Female,Loyal Customer,40,Business travel,Business,2468,5,5,4,5,3,4,5,4,4,4,4,5,4,4,9,17.0,satisfied
18544,Female,Loyal Customer,56,Business travel,Business,2255,4,4,4,4,3,4,4,4,4,4,4,4,4,4,26,14.0,satisfied
18545,Female,Loyal Customer,26,Business travel,Business,1546,2,2,2,2,5,5,5,5,3,3,4,4,4,5,0,3.0,satisfied
18546,Female,Loyal Customer,10,Personal Travel,Eco,140,3,0,0,1,1,0,1,1,3,5,5,4,5,1,35,24.0,neutral or dissatisfied
18547,Female,Loyal Customer,25,Personal Travel,Eco,1069,2,5,2,3,1,2,1,1,5,3,5,5,5,1,2,10.0,neutral or dissatisfied
18548,Female,Loyal Customer,54,Personal Travel,Eco,599,2,4,2,3,5,4,3,5,5,2,5,3,5,2,0,0.0,neutral or dissatisfied
18549,Male,Loyal Customer,46,Business travel,Business,602,4,4,4,4,4,5,4,3,3,3,3,4,3,3,0,0.0,satisfied
18550,Female,Loyal Customer,60,Business travel,Business,2559,0,0,0,2,3,4,4,2,2,4,4,4,2,5,0,0.0,satisfied
18551,Female,Loyal Customer,35,Business travel,Business,1565,1,1,1,1,2,5,4,4,4,4,4,4,4,3,31,42.0,satisfied
18552,Male,Loyal Customer,27,Business travel,Business,2585,3,2,2,2,3,3,3,3,2,3,4,2,4,3,0,0.0,neutral or dissatisfied
18553,Female,Loyal Customer,47,Personal Travel,Eco,1075,2,5,2,4,2,5,4,4,4,2,4,5,4,3,19,13.0,neutral or dissatisfied
18554,Female,Loyal Customer,25,Business travel,Business,1935,1,1,1,1,5,5,5,5,4,5,5,4,4,5,2,2.0,satisfied
18555,Female,Loyal Customer,60,Business travel,Business,1947,2,2,2,2,4,3,5,4,4,4,4,3,4,3,0,0.0,satisfied
18556,Female,Loyal Customer,32,Business travel,Business,3338,5,2,5,5,3,3,3,3,2,2,1,5,5,3,0,0.0,satisfied
18557,Female,Loyal Customer,34,Business travel,Business,3357,3,3,3,3,3,5,4,4,4,5,4,5,4,4,0,0.0,satisfied
18558,Male,Loyal Customer,15,Personal Travel,Eco,909,3,5,3,3,5,3,5,5,3,3,5,1,2,5,0,0.0,neutral or dissatisfied
18559,Female,Loyal Customer,35,Business travel,Business,3978,2,4,3,4,1,3,3,2,2,2,2,4,2,4,0,0.0,neutral or dissatisfied
18560,Male,Loyal Customer,65,Personal Travel,Eco Plus,248,1,1,1,3,5,1,5,5,3,4,4,1,3,5,36,33.0,neutral or dissatisfied
18561,Female,Loyal Customer,40,Business travel,Business,2988,4,4,4,4,2,4,4,4,4,4,4,3,4,5,7,57.0,satisfied
18562,Female,Loyal Customer,65,Personal Travel,Eco,937,2,1,2,3,2,4,3,2,2,2,2,1,2,3,0,0.0,neutral or dissatisfied
18563,Female,disloyal Customer,12,Business travel,Eco,1476,3,3,3,3,4,3,4,4,1,5,4,3,4,4,0,17.0,neutral or dissatisfied
18564,Male,Loyal Customer,67,Personal Travel,Business,438,1,5,4,5,2,5,5,3,3,4,3,3,3,5,0,0.0,neutral or dissatisfied
18565,Male,Loyal Customer,44,Personal Travel,Eco,728,3,1,3,3,4,3,4,4,1,2,4,1,4,4,1,5.0,neutral or dissatisfied
18566,Male,disloyal Customer,37,Business travel,Eco,903,1,0,0,3,0,5,5,2,1,3,4,5,1,5,151,131.0,neutral or dissatisfied
18567,Female,Loyal Customer,52,Business travel,Business,1371,5,5,5,5,5,4,4,3,3,4,3,5,3,4,1,0.0,satisfied
18568,Female,Loyal Customer,35,Personal Travel,Eco,405,3,5,3,1,4,3,5,4,4,5,4,5,5,4,0,0.0,neutral or dissatisfied
18569,Female,Loyal Customer,56,Business travel,Eco,266,4,2,2,2,1,1,3,3,3,4,3,4,3,4,0,0.0,satisfied
18570,Female,Loyal Customer,48,Business travel,Business,946,3,3,3,3,4,5,4,5,5,5,5,4,5,4,0,5.0,satisfied
18571,Female,Loyal Customer,43,Business travel,Business,2383,2,3,3,3,5,3,3,2,2,2,2,1,2,3,7,0.0,neutral or dissatisfied
18572,Female,Loyal Customer,50,Business travel,Business,3100,1,1,1,1,5,5,5,5,5,5,5,5,5,3,10,8.0,satisfied
18573,Male,Loyal Customer,27,Personal Travel,Eco,1076,2,4,2,3,2,2,2,2,3,3,5,5,4,2,0,0.0,neutral or dissatisfied
18574,Male,Loyal Customer,36,Business travel,Business,238,2,2,2,2,4,4,4,5,3,4,5,4,2,4,155,144.0,satisfied
18575,Female,disloyal Customer,36,Business travel,Eco,331,2,0,2,1,3,2,3,3,4,5,4,2,3,3,0,1.0,neutral or dissatisfied
18576,Female,Loyal Customer,55,Business travel,Business,3235,5,5,5,5,3,4,5,4,4,4,4,3,4,3,15,2.0,satisfied
18577,Male,Loyal Customer,16,Business travel,Business,1593,4,4,4,4,4,4,4,4,3,2,5,5,4,4,0,2.0,satisfied
18578,Female,disloyal Customer,28,Business travel,Eco,1076,2,2,2,4,2,2,2,2,4,3,2,5,5,2,0,36.0,satisfied
18579,Female,Loyal Customer,24,Personal Travel,Eco,2475,2,4,2,2,4,2,4,4,4,3,4,5,4,4,3,0.0,neutral or dissatisfied
18580,Female,Loyal Customer,52,Personal Travel,Eco,869,2,3,2,4,1,4,3,3,3,2,2,1,3,3,0,30.0,neutral or dissatisfied
18581,Male,Loyal Customer,17,Personal Travel,Eco,1007,2,4,2,1,3,2,3,3,4,5,5,5,5,3,80,85.0,neutral or dissatisfied
18582,Female,Loyal Customer,30,Business travel,Business,2088,3,4,4,4,3,3,3,3,3,2,4,2,3,3,5,26.0,neutral or dissatisfied
18583,Female,Loyal Customer,46,Personal Travel,Business,783,2,4,2,3,3,5,4,5,5,2,5,5,5,4,0,0.0,neutral or dissatisfied
18584,Male,Loyal Customer,57,Business travel,Eco,584,4,1,1,1,4,4,4,4,1,4,4,1,1,4,0,0.0,satisfied
18585,Female,Loyal Customer,42,Business travel,Business,2052,1,1,1,1,3,4,5,5,5,5,5,4,5,5,0,0.0,satisfied
18586,Female,Loyal Customer,38,Personal Travel,Eco Plus,325,2,1,3,3,5,3,5,5,3,1,3,4,2,5,0,0.0,neutral or dissatisfied
18587,Female,Loyal Customer,13,Personal Travel,Eco,1535,2,5,3,1,2,3,2,2,4,4,4,3,4,2,0,0.0,neutral or dissatisfied
18588,Female,disloyal Customer,42,Business travel,Eco,216,1,5,1,4,5,1,4,5,4,2,2,1,4,5,0,18.0,neutral or dissatisfied
18589,Female,Loyal Customer,56,Business travel,Business,3853,3,3,3,3,3,4,5,5,5,5,5,3,5,4,0,0.0,satisfied
18590,Female,Loyal Customer,39,Business travel,Eco,620,4,4,4,4,4,4,4,4,2,2,5,5,2,4,0,0.0,satisfied
18591,Male,disloyal Customer,40,Business travel,Eco,447,2,0,1,4,3,1,3,3,5,1,4,3,3,3,0,0.0,neutral or dissatisfied
18592,Male,Loyal Customer,47,Business travel,Business,459,2,2,2,2,2,5,4,4,4,4,4,3,4,5,3,16.0,satisfied
18593,Female,Loyal Customer,22,Personal Travel,Eco,829,2,4,3,2,5,3,5,5,5,3,4,3,5,5,61,51.0,neutral or dissatisfied
18594,Female,Loyal Customer,41,Business travel,Business,2585,3,3,3,3,5,5,5,5,2,4,5,5,5,5,67,79.0,satisfied
18595,Female,Loyal Customer,27,Personal Travel,Eco,837,1,4,1,4,5,1,5,5,5,4,4,3,5,5,8,8.0,neutral or dissatisfied
18596,Male,Loyal Customer,35,Personal Travel,Eco,1145,3,4,3,2,3,3,3,3,5,4,5,5,4,3,0,0.0,neutral or dissatisfied
18597,Male,disloyal Customer,40,Business travel,Eco,793,3,2,2,3,2,2,3,2,3,5,3,4,4,2,27,20.0,neutral or dissatisfied
18598,Male,Loyal Customer,10,Personal Travel,Eco,937,3,1,3,4,3,3,3,3,1,5,4,1,4,3,0,0.0,neutral or dissatisfied
18599,Female,disloyal Customer,80,Business travel,Business,223,5,5,5,3,5,2,1,4,4,5,4,1,4,5,0,0.0,satisfied
18600,Male,Loyal Customer,40,Personal Travel,Eco,84,3,5,3,4,5,3,5,5,4,5,5,3,5,5,0,0.0,neutral or dissatisfied
18601,Female,Loyal Customer,50,Business travel,Business,345,0,0,0,3,4,5,4,5,5,5,5,3,5,4,0,0.0,satisfied
18602,Female,Loyal Customer,35,Business travel,Business,1837,0,1,1,1,3,5,4,4,4,4,4,3,4,4,0,0.0,satisfied
18603,Male,Loyal Customer,27,Business travel,Business,3928,2,2,5,2,5,5,5,5,5,1,1,3,2,5,7,1.0,satisfied
18604,Female,Loyal Customer,25,Personal Travel,Eco,843,3,4,2,3,2,4,2,5,3,5,5,2,5,2,160,150.0,neutral or dissatisfied
18605,Male,disloyal Customer,22,Business travel,Eco,867,1,1,1,5,1,1,1,1,3,4,5,3,5,1,15,0.0,neutral or dissatisfied
18606,Female,Loyal Customer,39,Business travel,Business,2158,5,5,5,5,1,2,1,4,4,4,4,3,4,3,0,0.0,satisfied
18607,Female,Loyal Customer,11,Personal Travel,Eco,2402,3,3,3,4,3,5,5,1,2,1,2,5,3,5,168,136.0,neutral or dissatisfied
18608,Male,Loyal Customer,27,Personal Travel,Eco,784,1,4,2,5,4,2,4,4,4,4,4,4,4,4,24,47.0,neutral or dissatisfied
18609,Male,Loyal Customer,52,Business travel,Business,749,1,1,1,1,4,4,5,4,4,4,4,4,4,3,0,0.0,satisfied
18610,Female,Loyal Customer,18,Personal Travel,Eco,647,1,4,1,1,1,1,1,1,2,5,5,1,5,1,0,0.0,neutral or dissatisfied
18611,Female,Loyal Customer,39,Personal Travel,Eco,837,1,4,1,1,4,1,4,4,4,4,5,4,4,4,0,2.0,neutral or dissatisfied
18612,Female,Loyal Customer,39,Personal Travel,Eco,457,1,5,1,3,2,1,4,2,5,4,4,5,4,2,0,0.0,neutral or dissatisfied
